pk,jsondata,id,name,description,markup_description,glottolog_id,google_book_search_id,bibtex_type,author,year,title,type,booktitle,editor,pages,edition,journal,school,address,url,note,number,series,volume,publisher,organization,chapter,howpublished,year_int,startpage_int,pages_int
103,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 286, ""imageLinks"": {""smallThumbnail"": ""http://bks0.books.google.de/books?id=8v4gAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://bks0.books.google.de/books?id=8v4gAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=8v4gAQAAIAAJ&q=inauthor:Martina+T.+Faller+intitle:Semantics+and+Pragmatics+of+Evidentials+in+Cuzco+Quechua&dq=inauthor:Martina+T.+Faller+intitle:Semantics+and+Pragmatics+of+Evidentials+in+Cuzco+Quechua&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2002"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""STANFORD:36105112182410"", ""type"": ""OTHER""}], ""authors"": [""Martina T. Faller""], ""title"": ""Semantics and Pragmatics of Evidentials in Cuzco Quechua"", ""infoLink"": ""http://books.google.de/books?id=8v4gAQAAIAAJ&dq=inauthor:Martina+T.+Faller+intitle:Semantics+and+Pragmatics+of+Evidentials+in+Cuzco+Quechua&hl=&source=gbs_api"", ""categories"": [""Quechua language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/Semantics_and_Pragmatics_of_Evidentials.html?hl=&id=8v4gAQAAIAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""s2SPfPaFO/Y"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=8v4gAQAAIAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""8v4gAQAAIAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/8v4gAQAAIAAJ""}}",sfallercuzco,Faller 2002,Semantics and Pragmatics of Evidentials in Cuzco Quechua,,,8v4gAQAAIAAJ,phdthesis,"Faller, Martina T.",2002,Semantics and Pragmatics of Evidentials in Cuzco Quechua,,,,xviii+286,,,Stanford University,Ann Arbor,,,,,,,,,,,,
104,"{""gbs"": {}}",gcoleimbabura1985,Cole 1985,Imbabura Quechua,,,,book,"Cole, Peter",1985,Imbabura Quechua,,,,233,,,,,,,,Croom Helm Descriptive Grammars,,Croom Helm,,,,,,
105,"{""gbs"": {}}",ssilvarikbaktsa,Silva 2005,Aspectos da fonologia e a morfologia da língua Rikbaktsa,,,,mastersthesis,"Silva, Leia de Jesus",2005,Aspectos da fonologia e a morfologia da língua Rikbaktsa,,,,xv+88,,,Brasilia: Universidade de Brasília,,,,,,,,,,,,,
106,"{""gbs"": {}}",gsilvarikbaktsa,Silva 2011,Morphosyntaxe du Rikbaktsa,,,,phdthesis,"Silva, Leia de Jesus",2011,Morphosyntaxe du Rikbaktsa,,,,387,,,Université Denis Diderot -- Paris 7,,,,,,,,,,,,,
107,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Mouton De Gruyter"", ""description"": ""This book is a full description of a hitherto undescribed Cariban language of the Amazon (lowland South America), Tiriyo. It contains: (a) a grammatical description (phonology, morphology, syntax), in the typological-functionalist tradition, (b) a basic dictionary (including information on the general characteristics of the lexicon and semantic fields of special interest: kinship terms, motion verbs, spatial adpositions, color terms, body parts, animal terms), and (c) a collection of texts of various genres. It will be a useful tool for typologists, as well as for scholars interested in South American languages."", ""language"": ""en"", ""publishedDate"": ""2005"", ""previewLink"": ""http://books.google.de/books?id=JKqDkQEACAAJ&dq=inauthor:S%C3%A9rgio+Meira+intitle:A+Grammar+of+Tiriy%C3%B3&hl=&cd=1&source=gbs_api"", ""title"": ""A Grammar of Tiriy\u00f3"", ""printType"": ""BOOK"", ""pageCount"": 800, ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""3110181401"", ""type"": ""ISBN_10""}, {""identifier"": ""9783110181401"", ""type"": ""ISBN_13""}], ""authors"": [""S\u00e9rgio Meira""], ""infoLink"": ""http://books.google.de/books?id=JKqDkQEACAAJ&dq=inauthor:S%C3%A9rgio+Meira+intitle:A+Grammar+of+Tiriy%C3%B3&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Tiriy%C3%B3.html?hl=&id=JKqDkQEACAAJ""}, ""searchInfo"": {""textSnippet"": ""This book is a full description of a hitherto undescribed Cariban language of the Amazon (lowland South America), Tiriyo.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""cZOTg0mKgJ4"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=JKqDkQEACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""JKqDkQEACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/JKqDkQEACAAJ""}}",gmeiratiriyo,Meira 1999,A Grammar of Tiriyó,,,JKqDkQEACAAJ,phdthesis,"Meira, Sérgio",1999,A Grammar of Tiriyó,,,,xviii+708,,,Houston: Rice University,,\url{http://scholarship.rice.edu/handle/1911/19417},,,,,,,,,,,
108,"{""gbs"": {}}",gtheisenbora2008,Thiesen 2008,Gramática del idioma bora,,,,book,"Thiesen, Wesley",2008,Gramática del idioma bora,,,,132,2,,,Pucallpa,,,,Serie Lingüística Peruana,38,Pucallpa: Ministerio de Educación and Instituto Lingüístico de Verano,,,,,,
109,"{""gbs"": {}}",typbrandaoparecistenseaspect,Brandão 2011,Tense and Aspect in Paresi-Haliti (Arawak),,,,misc,"Brandão, Ana Paula Barros",2011,Tense and Aspect in Paresi-Haliti (Arawak),,,,,,,,,,,,,,,,,"Paper presented at the LinC Colloquium, Nijmegen 29.03.2011",,,
110,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""subtitle"": ""An Interactional Account"", ""language"": ""en"", ""pageCount"": 260, ""previewLink"": ""http://books.google.de/books?id=I89htwAACAAJ&dq=inauthor:Sonja+Gipper+intitle:Evidentiality+and+Intersubjectivity+in+Yurakar%C3%A9:+An+Interactional+Account&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2011"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:751871666"", ""type"": ""OTHER""}], ""authors"": [""Sonja Gipper"", ""Max Planck Institut f\u00fcr Psycholinguistik (Nijmegen, Netherlands)""], ""title"": ""Evidentiality and Intersubjectivity in Yurakar\u00e9"", ""infoLink"": ""http://books.google.de/books?id=I89htwAACAAJ&dq=inauthor:Sonja+Gipper+intitle:Evidentiality+and+Intersubjectivity+in+Yurakar%C3%A9:+An+Interactional+Account&hl=&source=gbs_api"", ""canonicalVolumeLink"": ""http://books.google.de/books/about/Evidentiality_and_Intersubjectivity_in_Y.html?hl=&id=I89htwAACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""hy6h47xtFLA"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=I89htwAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""I89htwAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/I89htwAACAAJ""}}",typgipperyurakare,Gipper 2011,Evidentiality and Intersubjectivity in Yurakaré: An Interactional Account,,,I89htwAACAAJ,phdthesis,"Gipper, Sonja",2011,Evidentiality and Intersubjectivity in Yurakaré: An Interactional Account,,,,260,,,Radboud Universiteit Nijmegen,,,,,,,,,,,,,
111,"{""gbs"": {}}",sgildeapanare,Gildea 1989,Simple and Relative Clauses in Panare,,,,mastersthesis,"Gildea, Spike L. O.",1989,Simple and Relative Clauses in Panare,,,,262,,,University of Oregon,,,,,,,,,,,,,
112,"{""gbs"": {}}",gfrankika,Frank 1985,"A Grammar of Ika (Chibchan, Colombia)",,,,phdthesis,"Frank, Paul Stephen",1985,"A Grammar of Ika (Chibchan, Colombia)",,,,194,,,University of Pennsylvania,,,,,,,,,,,,,
113,"{""gbs"": {}}",phoncavalcantekaingang,Cavalcante 1987,Fonologia e morfologia da língua Kaingáng: o dialeto de São Paulo comparado com o do Paraná,,,,phdthesis,"Cavalcante, Marita Porto",1987,Fonologia e morfologia da língua Kaingáng: o dialeto de São Paulo comparado com o do Paraná,,,,,,,São Paulo: Universidade Estadual de Campinas,Campinas,,,,,,,,,,,,
114,"{""gbs"": {}}",scerronpalominoaimara,Cerrón-Palomino and Carvajal Carvajal 2009,Aimara,,,,incollection,"Cerrón-Palomino, Rodolfo and Carvajal Carvajal, Juan",2009,Aimara,,Ambito Andino,"Crevels, Mily and Muysken, Pieter",169-213,,,,La Paz,,,,Lenguas de Bolivia,1,La Paz: Plural Editores,,,,,,
167,"{""gbs"": {}}",typsekikamaiura,Seki 1990,Kamaiurá (Tupí-Guaraní) as an active-stative language,,,,incollection,"Seki, Lucy",1990,Kamaiurá (Tupí-Guaraní) as an active-stative language,,Amazonian Linguistics: Studies in Lowland South American Languages,"Payne, Doris L.",367-391,,,,,,,,,,Austin: Texas University Press,,,,,,
115,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 346, ""previewLink"": ""http://books.google.de/books?id=7OUynQEACAAJ&dq=inauthor:Goodwin+G%C3%B3mez,+Gale+intitle:The+Shiriana+Dialect+of+Yanam+(Northern+Brazil)&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""1990"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:30712900"", ""type"": ""OTHER""}], ""authors"": [""Gale Goodwin Gomez""], ""title"": ""The Shiriana Dialect of Yanam (Northern Brazil)"", ""infoLink"": ""http://books.google.de/books?id=7OUynQEACAAJ&dq=inauthor:Goodwin+G%C3%B3mez,+Gale+intitle:The+Shiriana+Dialect+of+Yanam+(Northern+Brazil)&hl=&source=gbs_api"", ""categories"": [""Yanomamo language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/The_Shiriana_Dialect_of_Yanam_Northern_B.html?hl=&id=7OUynQEACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""qNFaegYowEc"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=7OUynQEACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""7OUynQEACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/7OUynQEACAAJ""}}",ggomezshiriana,Goodwin Gómez 1990,The Shiriana Dialect of Yanam (Northern Brazil),,,7OUynQEACAAJ,phdthesis,"Goodwin Gómez, Gale",1990,The Shiriana Dialect of Yanam (Northern Brazil),,,,346,,,Columbia University,,,,,,,,,,,,,
116,"{""gbs"": {}}",ggualdierimocovi,Gualdieri 1998,Mocoví (Guaycurú): Fonologia e Morfossintaxe,,,,phdthesis,"Gualdieri, Cecilia Beatriz",1998,Mocoví (Guaycurú): Fonologia e Morfossintaxe,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,
117,"{""gbs"": {}}",gjungpaez1989,Jung 1989,Grammatik des Paez: Ein Abriss,,,,phdthesis,"Jung, Ingrid",1989,Grammatik des Paez: Ein Abriss,,,,xii+327,,,Universität Osnabrück,Osnabrück,,,,,,,,,,,,
118,"{""gbs"": {}}",gtheisenbora,Thiesen 1996,Gramática del idioma bora,,,,book,"Thiesen, Wesley",1996,Gramática del idioma bora,,,,132,,,,Pucallpa,http://www.sil.org/americas/peru/html/pubs/show_work.asp?id=592,,,Serie Lingüística Peruana,38,Pucallpa: Ministerio de Educación and Instituto Lingüístico de Verano,,,,,,
119,"{""gbs"": {}}",typdealmeidakaingang,de Almeida 2008,"A marcação de (tempo), modo e aspécto na língua Kaingang: uma proposta de análise",,,,mastersthesis,"de Almeida, Leriana",2008,"A marcação de (tempo), modo e aspécto na língua Kaingang: uma proposta de análise",,,,125,,,Londrina: Universidade Estadual de Londrina,,,,,,,,,,,,,
120,"{""gbs"": {}}",typpaynepanareobject,Payne 1995,Object incorporation in Panare,,,,article,"Payne, Thomas E.",1995,Object incorporation in Panare,,,,295-311,,International Journal of American Linguistics,,Baltimore,,,3,,61,,,,,,,
121,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Oxford University Press"", ""subtitle"": ""A Cross-Linguistic Typology"", ""description"": ""This book explores the expression of information source, inferences, assumptions, probability and possibility, and gradations of doubt and beliefs across a wide range of languages in different cultural settings. Like others in the series it will interest both linguists and linguistically-minded anthropologists."", ""language"": ""en"", ""publishedDate"": ""2014-02"", ""imageLinks"": {""smallThumbnail"": ""http://bks0.books.google.de/books?id=T9TYAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://bks0.books.google.de/books?id=T9TYAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=T9TYAgAAQBAJ&pg=PA45&dq=inauthor:Aikhenvald,+Alexandra+intitle:The+languages+of+the+Amazon+inpublisher:Oxford:+Oxford+University+Press&hl=&cd=1&source=gbs_api"", ""title"": ""The Grammar of Knowledge"", ""printType"": ""BOOK"", ""pageCount"": 336, ""contentVersion"": ""0.1.0.0.preview.1"", ""industryIdentifiers"": [{""identifier"": ""9780198701316"", ""type"": ""ISBN_13""}, {""identifier"": ""0198701314"", ""type"": ""ISBN_10""}], ""authors"": [""A. Iu Aikhenvald""], ""infoLink"": ""http://books.google.de/books?id=T9TYAgAAQBAJ&dq=inauthor:Aikhenvald,+Alexandra+intitle:The+languages+of+the+Amazon+inpublisher:Oxford:+Oxford+University+Press&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/The_Grammar_of_Knowledge.html?hl=&id=T9TYAgAAQBAJ""}, ""searchInfo"": {""textSnippet"": ""A Cross-Linguistic Typology A. Iu Aikhenvald <b>Alexandra</b> Y. Aikhenvald, R. M. W. <br>\nDixon ... 215\u2013439 of Handbook of <b>Amazonian languages</b>, Volume 4, edited by <br>\nDesmond C. Derbyshire and Geoffrey K. Pullum. ... Oxford: <b>Oxford University</b> <br>\n<b>Press</b>.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""nOf4A/U+8zI"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=T9TYAgAAQBAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": true, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""PARTIAL"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""SAMPLE""}, ""id"": ""T9TYAgAAQBAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/T9TYAgAAQBAJ""}}",htypaikhenvaldamazon,Aikhenvald 2012,The languages of the Amazon,,,T9TYAgAAQBAJ,book,"Aikhenvald, Alexandra",2012,The languages of the Amazon,,,,550,,,,,,,,,,Oxford: Oxford University Press,,,,,,
122,"{""gbs"": {}}",typgoncalveskaingang,Gonçalves 2009,"Tempo, aspecto e modo na língua Kaingang do Sul (Jê), em contextos discursivos: uma discussão inicial",,,,article,"Gonçalves, Solange Aparecida",2009,"Tempo, aspecto e modo na língua Kaingang do Sul (Jê), em contextos discursivos: uma discussão inicial",,,,881-891,,Anais do XIV SETA - Seminário de Teses em Andamento,,,,,,,3,,,,,,,
123,"{""gbs"": {}}",gchaconkubeo,Chacon 2012,"The phonology and morphology of Kubeo: The documentation, theory, and description of an Amazonian language",,,,phdthesis,"Chacon, Thiago Costa",2012,"The phonology and morphology of Kubeo: The documentation, theory, and description of an Amazonian language",,,,397,,,University of Hawai'i at Mānoa,,,,,,,,,,,,,
124,"{""gbs"": {}}",gsanchezquechua,Sánchez de Lozada and Peña 1978,Lecciones de quechua,,,,book,"Sánchez de Lozada, Federico and Peña, Luis Morató",1978,Lecciones de quechua,,,,,,,,,,,,,,Cochabamba: Instituto de Idiomas Padres de Maryknoll,,,,,,
125,"{""gbs"": {}}",sdtodteretalinga,Tödter et al. 2002,Shimikunata asirtachik killka inka-kastellanu (Diccionario inga-castellano),,,,book,"Tödter, Christa and Zahn, Charlotte and Waters, William and Wise, Mary Ruth",2002,Shimikunata asirtachik killka inka-kastellanu (Diccionario inga-castellano),,,,367,,,,"Lima, Peru",http://www.sil.org/americas/peru/html/pubs/show_work.asp?id=309,,,Serie lingüística Peruana,52,"Lima, Peru: Instituto Lingüístico de Verano",,,,,,
126,"{""gbs"": {}}",gcusihuamancuzco,Cusihuamán G. 1976,Gramática quechua: Cuzco/Collao,,,,book,"Cusihuamán G., Antonio",1976,Gramática quechua: Cuzco/Collao,,,,306,,,,,,,,,,Lima: Ministerio de Educación,,,,,,
127,"{""gbs"": {}}",sdparkerayacucho,Parker 1969,Ayacucho Quechua grammar and dictionary,,,,book,"Parker, Gary John",1969,Ayacucho Quechua grammar and dictionary,,,,221,,,,,,Bibliography: p. [226],,Janua linguarum : Series practica,82,The Hague: Mouton,,,,,,
128,"{""gbs"": {}}",gkoehnkoehnapalai,Koehn and Koehn 1986,Apalai,,,,incollection,"Koehn, Edward and Koehn, Sally",1986,Apalai,,Handbook of Amazonian Languages,"Derbyshire, Desmond C. and Pullum, Geoffrey K.",33-127,,,,Berlin,,,,,I,Berlin: Mouton de Gruyter,,,,,,
168,"{""gbs"": {}}",hldcampbellgrondonachaco,Campbell and Grondona 2012,Languages of the Chaco and Southern Cone,,,,incollection,"Campbell, Lyle and Grondona, Verónica",2012,Languages of the Chaco and Southern Cone,,The Indigenous Languages of South America: A Comprehensive Guide,"Campbell, Lyle and Grondona, Verónica",625-667,,,,,,,,The World of Linguistics,2,Berlin: Mouton,,,,,,
129,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Walter de Gruyter"", ""description"": ""Biographical note: Ineke Smeets, St-Martensvoeren, Belgium."", ""language"": ""en"", ""publishedDate"": ""2008"", ""imageLinks"": {""smallThumbnail"": ""http://bks5.books.google.de/books?id=1OVfR6abzEAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://bks5.books.google.de/books?id=1OVfR6abzEAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=1OVfR6abzEAC&printsec=frontcover&dq=inauthor:Ineke+Smeets+intitle:A+Mapuche+Grammar&hl=&cd=1&source=gbs_api"", ""title"": ""A Grammar of Mapuche"", ""printType"": ""BOOK"", ""pageCount"": 587, ""contentVersion"": ""0.0.1.0.preview.1"", ""industryIdentifiers"": [{""identifier"": ""3110195585"", ""type"": ""ISBN_10""}, {""identifier"": ""9783110195583"", ""type"": ""ISBN_13""}], ""authors"": [""Ineke Smeets""], ""infoLink"": ""http://books.google.de/books?id=1OVfR6abzEAC&dq=inauthor:Ineke+Smeets+intitle:A+Mapuche+Grammar&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Mapuche.html?hl=&id=1OVfR6abzEAC""}, ""searchInfo"": {""textSnippet"": ""Biographical note: Ineke Smeets, St-Martensvoeren, Belgium.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""K/dBw6fSqQY"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=1OVfR6abzEAC&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": true, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""PARTIAL"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""SAMPLE""}, ""id"": ""1OVfR6abzEAC"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/1OVfR6abzEAC""}}",gsmeetsmapuche1989,Smeets 1989,A Mapuche Grammar,,,1OVfR6abzEAC,phdthesis,"Smeets, Ineke",1989,A Mapuche Grammar,,,,637,,,Rijksuniversiteit te Leiden,Leiden,,,,,,,,,,,,
130,"{""gbs"": {}}",gpetlokono2011,Pet 2011,A Grammar Sketch and Lexicon of Arawak (Lokono Dian),,,,book,"Pet, Willem J. A.",2011,A Grammar Sketch and Lexicon of Arawak (Lokono Dian),,,,243,,,,,,,,SIL e-Books,30,SIL International,,,,,,
131,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""es"", ""publishedDate"": ""2013"", ""previewLink"": ""http://books.google.de/books?id=ZXWvngEACAAJ&dq=inauthor:Rojas+Berscia,+Luis+Miguel+intitle:La+sintaxis+y+sem%C3%A1ntica+de+las+construcciones+causativas+en+el+chayahuita+de+Balsapuerto&hl=&cd=1&source=gbs_api"", ""title"": ""La sintaxis y sem\u00e1ntica de las construcciones causativas en el chayahuita de Balsapuerto"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:855123361"", ""type"": ""OTHER""}], ""authors"": [""Luis Miguel Rojas Berscia""], ""infoLink"": ""http://books.google.de/books?id=ZXWvngEACAAJ&dq=inauthor:Rojas+Berscia,+Luis+Miguel+intitle:La+sintaxis+y+sem%C3%A1ntica+de+las+construcciones+causativas+en+el+chayahuita+de+Balsapuerto&hl=&source=gbs_api"", ""canonicalVolumeLink"": ""http://books.google.de/books/about/La_sintaxis_y_sem%C3%A1ntica_de_las_construc.html?hl=&id=ZXWvngEACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""ogK/NpiX+BQ"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=ZXWvngEACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""ZXWvngEACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/ZXWvngEACAAJ""}}",styprojaschayahuita,Rojas Berscia 2013,La sintaxis y semántica de las construcciones causativas en el chayahuita de Balsapuerto,,,ZXWvngEACAAJ,mastersthesis,"Rojas Berscia, Luis Miguel",2013,La sintaxis y semántica de las construcciones causativas en el chayahuita de Balsapuerto,,,,122,,,Pontificia Universidad Católica del Perú,,,,,,,,,,,,,
132,"{""gbs"": {}}",screvelsitonama2012,Crevels 2012,Itonama,,,,incollection,"Crevels, Mily",2012,Itonama,,Ambito Andino,"Crevels, Mily and Muysken, Pieter",233-294,,,,,,,,Lenguas de Bolivia,2,La Paz: Plural Editores,,,,,,
133,"{""gbs"": {}}",soliveirajuruna,Oliveira de Lima 2008,A estrutura argumental dos verbos na língua Juruna (Yudja),,,,mastersthesis,"Oliveira de Lima, Suzi",2008,A estrutura argumental dos verbos na língua Juruna (Yudja),,,,,,,Universidade de São Paulo,,,,,,,,,,,,,
134,"{""gbs"": {}}",typqueixaloskatukinakanamari,Queixalós 2010,Grammatical relations in Katukina-Kanamari,,,,incollection,"Queixalós, Francesc",2010,Grammatical relations in Katukina-Kanamari,,Ergativity in Amazonia,"Gildea, Spike and Queixalós, Francesc",236-283,,,,Amsterdam,,,,,,Amsterdam: John Benjamins Publishing Company,,,,,,
