pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source
9027,{},NP504-ceg,,,20,142,2,"Luca Ciucci, p.c."
9028,{},NP504-cht,,,105,142,2,
9029,{},NP504-cod,,,83,142,2,
9030,{},NP504-cof,,,85,142,2,
9031,{},NP504-con,,,88,142,2,"Raphael W. Fischer, p.c."
9032,{},NP504-cub,,,16,142,2,
9033,{},NP504-des,,,125,142,2,"Miller 1999:51,125"
9034,{},NP504-eme,,,29,142,2,Rose 2003:44
9035,{},NP504-emp,,,36,142,2,
9036,{},NP504-ese,,,54,142,2,Vuillermet 2012
9037,{},NP504-gvo,,,52,142,2,
9038,{},NP504-hix,,,23,142,2,"S.Meira, p.c."
9039,{},NP504-inb,,,145,142,2,
9040,{},NP504-iqu,,,33,142,2,Brown 2004
9041,{},NP504-ito,,,1,142,2,"M.Crevels, p.c."
9042,{},NP504-jaa,,,19,142,2,Dixon 2004:336
9043,{},NP504-jiv,,,14,142,2,
9044,{},NP504-jqr,,,28,142,2,
9045,{},NP504-jup,,,163,142,2,"P.Epps, p.c."
9046,{},NP504-kay,,,159,142,2,Seki 2000:67
9047,{},NP504-kbc,,,4,142,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
9048,{},NP504-ktn,,,128,142,2,Everett 2006:310
9049,{},NP504-kwa,,,89,142,2,Martins 2004:217-222
9050,{},NP504-kwi,,,92,142,2,Curnow 1997:92
9051,{},NP504-kxo,,,22,142,2,Bacelar 2004:212
9052,{},NP504-lao,,,154,142,2,Enfield 2007:251
9053,{},NP504-lec,,,64,142,2,van de Kerke 2009:295
9054,{},NP504-lkd,,,13,142,2,Telles 2002:139
9055,{},NP504-mca,,,115,142,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
9056,{},NP504-mcf,,,112,142,2,Fleck 2003:463
9057,{},NP504-moc,,,67,142,2,Grondona 1998:88
9058,{},NP504-mtp,,,124,142,2,"Terraza 2009:60,127"
9059,{},NP504-myr,,,134,142,2,Proyecto de Documentacion del Idioma Muniche 2009:12
9060,{},NP504-mzp,,,155,142,2,"Haude 2006:113, p.c."
9061,{},NP504-omc,,,61,142,2,
9062,{},NP504-ona,,,93,142,2,Najlis 1973 Viegas Barros (2006)
9063,{},NP504-pap,,,146,142,2,"Pieter Muysken, p.c."
9064,{},NP504-pav,,,147,142,2,"Everett & Kern 1997:152,341"
9065,{},NP504-pbb,,,37,142,2,
9066,{},NP504-pbh,,,39,142,2,"S.Meira, p.c."
9067,{},NP504-plg,,,72,142,2,Vidal 2001:110
9068,{},NP504-pue,,,68,142,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
9069,{},NP504-pui,,,65,142,2,
9070,{},NP504-qub,,,73,142,2,"P.Muysken, p.c."
9071,{},NP504-quh,,,75,142,2,
9072,{},NP504-qup,,,62,142,2,
9073,{},NP504-qus,,,44,142,2,
9074,{},NP504-quw,,,66,142,2,
9075,{},NP504-qux,,,57,142,2,
9076,{},NP504-quy,,,53,142,2,
9077,{},NP504-quz,,,70,142,2,
9078,{},NP504-qvc,,,5,142,2,
9079,{},NP504-qvi,,,8,142,2,"P.Muysken, p.c."
9080,{},NP504-qvn,,,2,142,2,
9081,{},NP504-qvp,,,7,142,2,
9082,{},NP504-qvs,,,59,142,2,
9083,{},NP504-qwh,,,149,142,2,
9084,{},NP504-qxl,,,31,142,2,
9085,{},NP504-qxw,,,81,142,2,
9086,{},NP504-ram,,,111,142,2,Alves 2004:50
9087,{},NP504-rey,,,51,142,2,Guillaume 2012
9088,{},NP504-rus,,,97,142,2,
9089,{},NP504-sae,,,136,142,2,Araujo 2004:158
9090,{},NP504-shb,,,34,142,2,
9091,{},NP504-shp,,,103,142,2,"Valenzuela 2003:165,240"
9092,{},NP504-skf,,,15,142,2,"V.Galucio, p.c."
9093,{},NP504-snn,,,157,142,2,"source (Martine Bruil, p.c.)"
9094,{},NP504-spa,,,142,142,2,"Pieter Muysken, p.c."
9095,{},NP504-tae,,,139,142,2,Aikhenvald 2003:73
9096,{},NP504-teh,,,40,142,2,
9097,{},NP504-tob,,,106,142,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
9098,{},NP504-tpj,,,137,142,2,"González 2005:128,133"
9099,{},NP504-tpy,,,165,142,2,
9100,{},NP504-tri,,,82,142,2,"S.Meira, p.c."
9101,{},NP504-tur,,,69,142,2,"Pieter Muysken, p.c."
9102,{},NP504-ura,,,162,142,2,Olawsky 2006:191
9103,{},NP504-ure,,,160,142,2,
9104,{},NP504-wba,,,25,142,2,"Romero-Figeroa 1997:42,49"
9105,{},NP504-wmd,,,144,142,2,"Eberhard 2009:324,364"
9106,{},NP504-xwa,,,131,142,2,van der Voort 2004:180
9107,{},NP504-yaa,,,108,142,2,Faust & Loos 2002:70
9108,{},NP504-yrl,,,102,142,2,
9109,{},NP504-yuq,,,78,142,2,Villafane
9110,{},NP504-yuz,,,77,142,2,"R.van Gijn, p.c. 08.10.10"
9111,{},NP505-agr,,,166,143,2,Overall 2007:152
9112,{},NP505-ame,,,24,143,2,
9113,{},NP505-apu,,,94,143,2,Facundes 2000:283
9114,{},NP505-arh,,,47,143,2,
9115,{},NP505-arl,,,49,143,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
9116,{},NP505-arn,,,50,143,2,Smeets 2008:71
9117,{},NP505-arr,,,41,143,2,Gabas 1999:61
9118,{},NP505-ayc,,,104,143,2,"Matt Coler, p.c."
9119,{},NP505-ayo,,,101,143,2,Bertinetto 2009
9120,{},NP505-ayr,,,130,143,2,CP&CC 2009:185
9121,{},NP505-boa,,,86,143,2,"F.Seifart, p.c."
9122,{},NP505-bor,,,80,143,2,
9123,{},NP505-brg,,,98,143,2,"S.Danielsen, p.c. 19.10.2010"
9124,{},NP505-cap,,,42,143,2,
9125,{},NP505-cas,,,123,143,2,Sakel 2003:114
9126,{},NP505-cav,,,127,143,2,"Guillaume 2008:61,69,73"
9127,{},NP505-caw,,,126,143,2,Girault 1989:110
9128,{},NP505-ceg,,,20,143,2,"Luca Ciucci, p.c."
9129,{},NP505-cht,,,105,143,2,
9130,{},NP505-cod,,,83,143,2,Vallejos 2010:420
9131,{},NP505-cof,,,85,143,2,
9132,{},NP505-con,,,88,143,2,"Raphael W. Fischer, p.c."
9133,{},NP505-cub,,,16,143,2,
9134,{},NP505-des,,,125,143,2,"Miller 1999:51,125"
9135,{},NP505-eme,,,29,143,2,Rose 2003:44
9136,{},NP505-emp,,,36,143,2,
9137,{},NP505-ese,,,54,143,2,Vuillermet 2012
9138,{},NP505-gvo,,,52,143,2,
9139,{},NP505-hix,,,23,143,2,"S.Meira, p.c."
9140,{},NP505-inb,,,145,143,2,
9141,{},NP505-iqu,,,33,143,2,Brown 2004
9142,{},NP505-ito,,,1,143,2,"M.Crevels, p.c."
9143,{},NP505-jaa,,,19,143,2,Dixon 2004:337
9144,{},NP505-jiv,,,14,143,2,
9145,{},NP505-jqr,,,28,143,2,
9146,{},NP505-jup,,,163,143,2,"P.Epps, p.c."
9147,{},NP505-kay,,,159,143,2,Seki 2000:67
9148,{},NP505-kbc,,,4,143,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
9149,{},NP505-ktn,,,128,143,2,Everett 2006:310
9150,{},NP505-kwa,,,89,143,2,Martins 2004:217-222
9151,{},NP505-kwi,,,92,143,2,Curnow 1997:92
9152,{},NP505-kxo,,,22,143,2,Bacelar 2004:212
9153,{},NP505-lao,,,154,143,2,Enfield 2007:251
9154,{},NP505-lec,,,64,143,2,van de Kerke 2009:295
9155,{},NP505-lkd,,,13,143,2,Telles 2002:139
9156,{},NP505-mca,,,115,143,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
9157,{},NP505-mcf,,,112,143,2,Fleck 2003:463
9158,{},NP505-moc,,,67,143,2,Grondona 1998:88
9159,{},NP505-mtp,,,124,143,2,"Terraza 2009:60,127"
9160,{},NP505-myr,,,134,143,2,Proyecto de Documentacion del Idioma Muniche 2009:12
9161,{},NP505-mzp,,,155,143,2,"Haude 2006:113, p.c."
9162,{},NP505-omc,,,61,143,2,
9163,{},NP505-ona,,,93,143,2,Najlis 1973 Viegas Barros (2006)
9164,{},NP505-pap,,,146,143,2,"Pieter Muysken, p.c."
9165,{},NP505-pav,,,147,143,2,"Everett & Kern 1997:152,341"
9166,{},NP505-pbb,,,37,143,2,
9167,{},NP505-pbh,,,39,143,2,"S.Meira, p.c."
9168,{},NP505-plg,,,72,143,2,Vidal 2001:107
9169,{},NP505-pue,,,68,143,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
9170,{},NP505-pui,,,65,143,2,Girón 2008:297
9171,{},NP505-qub,,,73,143,2,"P.Muysken, p.c."
9172,{},NP505-quh,,,75,143,2,
9173,{},NP505-qup,,,62,143,2,
9174,{},NP505-qus,,,44,143,2,
9175,{},NP505-quw,,,66,143,2,
9176,{},NP505-qux,,,57,143,2,
9177,{},NP505-quy,,,53,143,2,
9178,{},NP505-quz,,,70,143,2,
9179,{},NP505-qvc,,,5,143,2,
9180,{},NP505-qvi,,,8,143,2,"P.Muysken, p.c."
9181,{},NP505-qvn,,,2,143,2,
9182,{},NP505-qvp,,,7,143,2,
9183,{},NP505-qvs,,,59,143,2,
9184,{},NP505-qwh,,,149,143,2,
9185,{},NP505-qxl,,,31,143,2,
9186,{},NP505-qxw,,,81,143,2,
9187,{},NP505-ram,,,111,143,2,Alves 2004:50
9188,{},NP505-rey,,,51,143,2,Guillaume 2012
9189,{},NP505-rus,,,97,143,2,
9190,{},NP505-sae,,,136,143,2,Araujo 2004:158
9191,{},NP505-shb,,,34,143,2,
9192,{},NP505-shp,,,103,143,2,"Valenzuela 2003:165,240"
9193,{},NP505-skf,,,15,143,2,"V.Galucio, p.c."
9194,{},NP505-snn,,,157,143,2,"source (Martine Bruil, p.c.)"
9195,{},NP505-spa,,,142,143,2,"Pieter Muysken, p.c."
9196,{},NP505-tae,,,139,143,2,Aikhenvald 2003:73
9197,{},NP505-teh,,,40,143,2,
9198,{},NP505-tob,,,106,143,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
9199,{},NP505-tpj,,,137,143,2,"González 2005:128,133"
9200,{},NP505-tpy,,,165,143,2,
9201,{},NP505-tri,,,82,143,2,"S.Meira, p.c."
9202,{},NP505-tur,,,69,143,2,"Pieter Muysken, p.c."
9203,{},NP505-ura,,,162,143,2,Olawsky 2006:187-191
9204,{},NP505-ure,,,160,143,2,
9205,{},NP505-wba,,,25,143,2,"Romero-Figeroa 1997:42,49"
9206,{},NP505-wmd,,,144,143,2,"Eberhard 2009:324,364"
9207,{},NP505-xwa,,,131,143,2,van der Voort 2004:180
9208,{},NP505-yaa,,,108,143,2,Faust & Loos 2002:70
9209,{},NP505-yrl,,,102,143,2,
9210,{},NP505-yuq,,,78,143,2,Villafane
9211,{},NP505-yuz,,,77,143,2,"R.van Gijn, p.c. 08.10.10"
9212,{},NP506-agr,,,166,140,2,Overall 2007:152
9213,{},NP506-ame,,,24,140,2,
9214,{},NP506-apu,,,94,140,2,Facundes 2000:283
9215,{},NP506-arh,,,47,140,2,
9216,{},NP506-arl,,,49,140,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
9217,{},NP506-arn,,,50,140,2,Smeets 2008:71
9218,{},NP506-arr,,,41,140,2,Gabas 1999:61
9219,{},NP506-ayc,,,104,140,2,"Matt Coler, p.c."
9220,{},NP506-ayo,,,101,140,2,Bertinetto 2009
9221,{},NP506-ayr,,,130,140,2,CP&CC 2009:185
9222,{},NP506-boa,,,86,140,2,"F.Seifart, p.c."
9223,{},NP506-bor,,,80,140,2,
9224,{},NP506-brg,,,98,140,2,"S.Danielsen, p.c. 19.10.2010"
9225,{},NP506-cap,,,42,140,2,
9226,{},NP506-cas,,,123,140,2,Sakel 2003:114
9227,{},NP506-cav,,,127,140,2,"Guillaume 2008:61,69,73"
9228,{},NP506-caw,,,126,140,2,Girault 1989:93
9229,{},NP506-ceg,,,20,140,2,"Luca Ciucci, p.c."
9230,{},NP506-cht,,,105,140,2,
9231,{},NP506-cod,,,83,140,2,Vallejos 2010:420
9232,{},NP506-cof,,,85,140,2,
9233,{},NP506-con,,,88,140,2,"Raphael W. Fischer, p.c."
9234,{},NP506-cub,,,16,140,2,
9235,{},NP506-des,,,125,140,2,
9236,{},NP506-eme,,,29,140,2,Rose 2003:44
9237,{},NP506-emp,,,36,140,2,
9238,{},NP506-ese,,,54,140,2,Vuillermet 2012
9239,{},NP506-gvo,,,52,140,2,
9240,{},NP506-hix,,,23,140,2,"S.Meira, p.c."
9241,{},NP506-inb,,,145,140,2,
9242,{},NP506-iqu,,,33,140,2,Brown 2004
9243,{},NP506-ito,,,1,140,2,"M.Crevels, p.c."
9244,{},NP506-jaa,,,19,140,2,Dixon 2004:337
9245,{},NP506-jiv,,,14,140,2,
9246,{},NP506-jqr,,,28,140,2,
9247,{},NP506-jup,,,163,140,2,"P.Epps, p.c."
9248,{},NP506-kay,,,159,140,2,Seki 2000:67
9249,{},NP506-kbc,,,4,140,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
9250,{},NP506-ktn,,,128,140,2,Everett 2006:310
9251,{},NP506-kwa,,,89,140,2,Martins 2004:217-222
9252,{},NP506-kwi,,,92,140,2,Curnow 1997:92
9253,{},NP506-kxo,,,22,140,2,Bacelar 2004:212
9254,{},NP506-lao,,,154,140,2,Enfield 2007:251
9255,{},NP506-lec,,,64,140,2,"S.van de Kerke, p.c."
9256,{},NP506-lkd,,,13,140,2,Telles 2002:139
9257,{},NP506-mca,,,115,140,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
9258,{},NP506-mcf,,,112,140,2,Fleck 2003:463
9259,{},NP506-moc,,,67,140,2,Grondona 1998:88
9260,{},NP506-mtp,,,124,140,2,"Terraza 2009:60,127"
9261,{},NP506-myr,,,134,140,2,Proyecto de Documentacion del Idioma Muniche 2009:12
9262,{},NP506-mzp,,,155,140,2,"Haude 2006:113, p.c."
9263,{},NP506-omc,,,61,140,2,
9264,{},NP506-ona,,,93,140,2,Najlis 1973 Viegas Barros (2006)
9265,{},NP506-pap,,,146,140,2,"Pieter Muysken, p.c."
9266,{},NP506-pav,,,147,140,2,"Everett & Kern 1997:152,341"
9267,{},NP506-pbb,,,37,140,2,
9268,{},NP506-pbh,,,39,140,2,"S.Meira, p.c."
9269,{},NP506-plg,,,72,140,2,Vidal 2001:110
9270,{},NP506-pue,,,68,140,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
9271,{},NP506-pui,,,65,140,2,
9272,{},NP506-qub,,,73,140,2,"P.Muysken, p.c."
9273,{},NP506-quh,,,75,140,2,
9274,{},NP506-qup,,,62,140,2,
9275,{},NP506-qus,,,44,140,2,
9276,{},NP506-quw,,,66,140,2,
9277,{},NP506-qux,,,57,140,2,
9278,{},NP506-quy,,,53,140,2,
9279,{},NP506-quz,,,70,140,2,
9280,{},NP506-qvc,,,5,140,2,
9281,{},NP506-qvi,,,8,140,2,"P.Muysken, p.c."
9282,{},NP506-qvn,,,2,140,2,
9283,{},NP506-qvp,,,7,140,2,
9284,{},NP506-qvs,,,59,140,2,
9285,{},NP506-qwh,,,149,140,2,
9286,{},NP506-qxl,,,31,140,2,
9287,{},NP506-qxw,,,81,140,2,
9288,{},NP506-ram,,,111,140,2,Alves 2004:50
9289,{},NP506-rey,,,51,140,2,Guillaume 2012
9290,{},NP506-rus,,,97,140,2,
9291,{},NP506-sae,,,136,140,2,Araujo 2004:158
9292,{},NP506-shb,,,34,140,2,
9293,{},NP506-shp,,,103,140,2,"Valenzuela 2003:165,240"
9294,{},NP506-skf,,,15,140,2,"V.Galucio, p.c."
9295,{},NP506-snn,,,157,140,2,"source (Martine Bruil, p.c.)"
9296,{},NP506-spa,,,142,140,2,"Pieter Muysken, p.c."
9297,{},NP506-tae,,,139,140,2,Aikhenvald 2003:73
9298,{},NP506-teh,,,40,140,2,
9299,{},NP506-tob,,,106,140,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
9300,{},NP506-tpj,,,137,140,2,"González 2005:128,133"
9301,{},NP506-tpy,,,165,140,2,
9302,{},NP506-tri,,,82,140,2,"S.Meira, p.c."
9303,{},NP506-tur,,,69,140,2,"Pieter Muysken, p.c."
9304,{},NP506-ura,,,162,140,2,Olawsky 2006:188
9305,{},NP506-ure,,,160,140,2,
9306,{},NP506-wba,,,25,140,2,"Romero-Figeroa 1997:42,49"
9307,{},NP506-wmd,,,144,140,2,"Eberhard 2009:324,364"
9308,{},NP506-xwa,,,131,140,2,van der Voort 2004:180
9309,{},NP506-yaa,,,108,140,2,Faust & Loos 2002:70
9310,{},NP506-yrl,,,102,140,2,
9311,{},NP506-yuq,,,78,140,2,Villafane
9312,{},NP506-yuz,,,77,140,2,"R.van Gijn, p.c. 08.10.10"
9313,{},NP507-agr,,,166,141,2,Overall 2007:150
9314,{},NP507-ame,,,24,141,2,
9315,{},NP507-apu,,,94,141,2,Facundes 2000:283
9316,{},NP507-arh,,,47,141,2,
9317,{},NP507-arl,,,49,141,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
9318,{},NP507-arn,,,50,141,2,Smeets 2008:71
9319,{},NP507-arr,,,41,141,2,Gabas 1999:61
9320,{},NP507-ayc,,,104,141,2,"Matt Coler, p.c."
9321,{},NP507-ayo,,,101,141,2,Bertinetto 2009
9322,{},NP507-ayr,,,130,141,2,CP&CC 2009:185
9323,{},NP507-boa,,,86,141,2,"F.Seifart, p.c."
9324,{},NP507-bor,,,80,141,2,
9325,{},NP507-brg,,,98,141,2,"S.Danielsen, p.c. 19.10.2010"
9326,{},NP507-cap,,,42,141,2,
9327,{},NP507-cas,,,123,141,2,Sakel 2003:114
9328,{},NP507-cav,,,127,141,2,"Guillaume 2008:61,69,73"
9329,{},NP507-caw,,,126,141,2,Girault 1989:97
9330,{},NP507-ceg,,,20,141,2,"Luca Ciucci, p.c."
9331,{},NP507-cht,,,105,141,2,
9332,{},NP507-cod,,,83,141,2,Vallejos 2010:420
9333,{},NP507-cof,,,85,141,2,
9334,{},NP507-con,,,88,141,2,"Raphael W. Fischer, p.c."
9335,{},NP507-cub,,,16,141,2,
9336,{},NP507-des,,,125,141,2,
9337,{},NP507-eme,,,29,141,2,Rose 2003:44
9338,{},NP507-emp,,,36,141,2,
9339,{},NP507-ese,,,54,141,2,Vuillermet 2012
9340,{},NP507-gvo,,,52,141,2,
9341,{},NP507-hix,,,23,141,2,"S.Meira, p.c."
9342,{},NP507-inb,,,145,141,2,
9343,{},NP507-iqu,,,33,141,2,Brown 2004
9344,{},NP507-ito,,,1,141,2,"M.Crevels, p.c."
9345,{},NP507-jaa,,,19,141,2,Dixon 2004:337
9346,{},NP507-jiv,,,14,141,2,
9347,{},NP507-jqr,,,28,141,2,
9348,{},NP507-jup,,,163,141,2,"P.Epps, p.c."
9349,{},NP507-kay,,,159,141,2,Seki 2000:67
9350,{},NP507-kbc,,,4,141,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
9351,{},NP507-ktn,,,128,141,2,
9352,{},NP507-kwa,,,89,141,2,Martins 2004:217-222
9353,{},NP507-kwi,,,92,141,2,Curnow 1997:92
9354,{},NP507-kxo,,,22,141,2,Bacelar 2004:212
9355,{},NP507-lao,,,154,141,2,Enfield 2007:251
9356,{},NP507-lec,,,64,141,2,"S.van de Kerke, p.c."
9357,{},NP507-lkd,,,13,141,2,Telles 2002:139
9358,{},NP507-mca,,,115,141,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
9359,{},NP507-mcf,,,112,141,2,Fleck 2003:463
9360,{},NP507-moc,,,67,141,2,Grondona 1998:88
9361,{},NP507-mtp,,,124,141,2,"Terraza 2009:60,127"
9362,{},NP507-myr,,,134,141,2,Proyecto de Documentacion del Idioma Muniche 2009:12
9363,{},NP507-mzp,,,155,141,2,"K.Haude, p.c."
9364,{},NP507-omc,,,61,141,2,
9365,{},NP507-ona,,,93,141,2,Najlis 1973 Viegas Barros (2006)
9366,{},NP507-pap,,,146,141,2,"Pieter Muysken, p.c."
9367,{},NP507-pav,,,147,141,2,"Everett & Kern 1997:152,341"
9368,{},NP507-pbb,,,37,141,2,
9369,{},NP507-pbh,,,39,141,2,"S.Meira, p.c."
9370,{},NP507-plg,,,72,141,2,Vidal 2001:110
9371,{},NP507-pue,,,68,141,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
9372,{},NP507-pui,,,65,141,2,
9373,{},NP507-qub,,,73,141,2,"P.Muysken, p.c."
9374,{},NP507-quh,,,75,141,2,
9375,{},NP507-qup,,,62,141,2,
9376,{},NP507-qus,,,44,141,2,
9377,{},NP507-quw,,,66,141,2,
9378,{},NP507-qux,,,57,141,2,
9379,{},NP507-quy,,,53,141,2,
9380,{},NP507-quz,,,70,141,2,
9381,{},NP507-qvc,,,5,141,2,
9382,{},NP507-qvi,,,8,141,2,"P.Muysken, p.c."
9383,{},NP507-qvn,,,2,141,2,
9384,{},NP507-qvp,,,7,141,2,
9385,{},NP507-qvs,,,59,141,2,
9386,{},NP507-qwh,,,149,141,2,
9387,{},NP507-qxl,,,31,141,2,
9388,{},NP507-qxw,,,81,141,2,
9389,{},NP507-ram,,,111,141,2,Alves 2004:50
9390,{},NP507-rey,,,51,141,2,Guillaume 2012
9391,{},NP507-rus,,,97,141,2,
9392,{},NP507-sae,,,136,141,2,Araujo 2004:158
9393,{},NP507-shb,,,34,141,2,
9394,{},NP507-shp,,,103,141,2,"Valenzuela 2003:165,240"
9395,{},NP507-skf,,,15,141,2,"V.Galucio, p.c."
9396,{},NP507-snn,,,157,141,2,"source (Martine Bruil, p.c.)"
9397,{},NP507-spa,,,142,141,2,"Pieter Muysken, p.c."
9398,{},NP507-tae,,,139,141,2,"A.Aikhenvald, p.c."
9399,{},NP507-teh,,,40,141,2,
9400,{},NP507-tob,,,106,141,2,"Messineo, Cristina (2003) Lengua toba (guaycurú): aspectos gramaticales y discursivos"
9401,{},NP507-tpj,,,137,141,2,"González 2005:128,133"
9402,{},NP507-tpy,,,165,141,2,
9403,{},NP507-tri,,,82,141,2,"S.Meira, p.c."
9404,{},NP507-tur,,,69,141,2,"Pieter Muysken, p.c."
9405,{},NP507-ura,,,162,141,2,
9406,{},NP507-ure,,,160,141,2,
9407,{},NP507-wba,,,25,141,2,"Romero-Figeroa 1997:42,49"
9408,{},NP507-wmd,,,144,141,2,"Eberhard 2009:324,364"
9409,{},NP507-xwa,,,131,141,2,van der Voort 2004:180
9410,{},NP507-yaa,,,108,141,2,Faust & Loos 2002:70
9411,{},NP507-yrl,,,102,141,2,
9412,{},NP507-yuq,,,78,141,2,Villafane
9413,{},NP507-yuz,,,77,141,2,"R.van Gijn, p.c. 08.10.10"
9414,{},NP508-agr,,,166,150,2,Overall 2007:152
9415,{},NP508-ame,,,24,150,2,
9416,{},NP508-apu,,,94,150,2,Facundes 2000:283
9417,{},NP508-arh,,,47,150,2,
9418,{},NP508-arl,,,49,150,2,"Rich, R. 1999, Diccionario Arabela-Castellano"
9419,{},NP508-arn,,,50,150,2,Smeets 2008:71
9420,{},NP508-arr,,,41,150,2,Gabas 1999:61
9421,{},NP508-ayc,,,104,150,2,"Matt Coler, p.c."
9422,{},NP508-ayo,,,101,150,2,Bertinetto 2009
9423,{},NP508-ayr,,,130,150,2,CP&CC 2009:185
9424,{},NP508-boa,,,86,150,2,"F.Seifart, p.c."
9425,{},NP508-bor,,,80,150,2,
9426,{},NP508-brg,,,98,150,2,"S.Danielsen, p.c. 19.10.2010"
9427,{},NP508-cap,,,42,150,2,
9428,{},NP508-cas,,,123,150,2,Sakel 2003:114
9429,{},NP508-cav,,,127,150,2,"Guillaume 2008:61,69,73;, p.c. 14.10.2010"
9430,{},NP508-caw,,,126,150,2,Girault 1989:118
9431,{},NP508-ceg,,,20,150,2,"Luca Ciucci, p.c."
9432,{},NP508-cht,,,105,150,2,
9433,{},NP508-cod,,,83,150,2,
9434,{},NP508-cof,,,85,150,2,
9435,{},NP508-con,,,88,150,2,"Raphael W. Fischer, p.c."
9436,{},NP508-cub,,,16,150,2,
9437,{},NP508-des,,,125,150,2,
9438,{},NP508-eme,,,29,150,2,
9439,{},NP508-emp,,,36,150,2,
9440,{},NP508-ese,,,54,150,2,Vuillermet 2012
9441,{},NP508-gvo,,,52,150,2,
9442,{},NP508-hix,,,23,150,2,"S.Meira, p.c."
9443,{},NP508-inb,,,145,150,2,
9444,{},NP508-iqu,,,33,150,2,Brown 2004
9445,{},NP508-ito,,,1,150,2,"M.Crevels, p.c."
9446,{},NP508-jaa,,,19,150,2,Dixon 2004:337
9447,{},NP508-jiv,,,14,150,2,
9448,{},NP508-jqr,,,28,150,2,
9449,{},NP508-jup,,,163,150,2,"P.Epps, p.c."
9450,{},NP508-kay,,,159,150,2,Seki 2000:67
9451,{},NP508-kbc,,,4,150,2,"Sandalo 1995 (S), Sandalo 2009 (S09), Griffiths 1976 (G)"
9452,{},NP508-ktn,,,128,150,2,Everett 2006:310
9453,{},NP508-kwa,,,89,150,2,Martins 2004:217-222
9454,{},NP508-kwi,,,92,150,2,Curnow 1997:92
9455,{},NP508-kxo,,,22,150,2,Bacelar 2004:212
9456,{},NP508-lao,,,154,150,2,Enfield 2007:251
9457,{},NP508-lec,,,64,150,2,"S.van de Kerke, p.c."
9458,{},NP508-lkd,,,13,150,2,Telles 2002:139
9459,{},NP508-mca,,,115,150,2,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires"
9460,{},NP508-mcf,,,112,150,2,Fleck 2003:462
9461,{},NP508-moc,,,67,150,2,Grondona 1998:88
9462,{},NP508-mtp,,,124,150,2,"Terraza 2009:60,127"
9463,{},NP508-myr,,,134,150,2,Proyecto de Documentacion del Idioma Muniche 2009:12
9464,{},NP508-mzp,,,155,150,2,"K.Haude, p.c."
9465,{},NP508-omc,,,61,150,2,
9466,{},NP508-ona,,,93,150,2,Najlis 1973 Viegas Barros (2006)
9467,{},NP508-pap,,,146,150,2,"Pieter Muysken, p.c."
9468,{},NP508-pav,,,147,150,2,"Everett & Kern 1997:152,341"
9469,{},NP508-pbb,,,37,150,2,Jung 2008:143
9470,{},NP508-pbh,,,39,150,2,"S.Meira, p.c."
9471,{},NP508-plg,,,72,150,2,Vidal 2001:110
9472,{},NP508-pue,,,68,150,2,"Rodolfo M. Casamiquela (1983) Nociones de Gramática del Gününa Küne, CNRS, Paris"
9473,{},NP508-pui,,,65,150,2,
9474,{},NP508-qub,,,73,150,2,"P.Muysken, p.c."
9475,{},NP508-quh,,,75,150,2,
9476,{},NP508-qup,,,62,150,2,
9477,{},NP508-qus,,,44,150,2,
9478,{},NP508-quw,,,66,150,2,
9479,{},NP508-qux,,,57,150,2,
9480,{},NP508-quy,,,53,150,2,
9481,{},NP508-quz,,,70,150,2,
9482,{},NP508-qvc,,,5,150,2,
9483,{},NP508-qvi,,,8,150,2,"P.Muysken, p.c."
9484,{},NP508-qvn,,,2,150,2,
9485,{},NP508-qvp,,,7,150,2,
9486,{},NP508-qvs,,,59,150,2,
